instant,Date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp(°C),atemp,humidity(%),windspeed,Casual,Member,Total_rides,Weekday,Season
10179,2012-03-05,1,1,3,4,False,0,True,1,1.4,-1.0,55.0,9.7,0,1,1,Monday,Winter
10180,2012-03-05,1,1,3,5,False,0,True,1,1.4,-1.0,55.0,9.7,1,17,18,Monday,Winter
10181,2012-03-05,1,1,3,6,False,0,True,1,0.5,-3.0,59.0,14.5,2,89,91,Monday,Winter
10182,2012-03-05,1,1,3,7,False,0,True,1,0.5,-3.0,59.0,14.5,7,253,260,Monday,Winter
10183,2012-03-05,1,1,3,8,False,0,True,1,1.4,-1.0,59.0,11.3,13,415,428,Monday,Winter
10184,2012-03-05,1,1,3,9,False,0,True,2,2.3,1.0,60.0,9.7,11,186,197,Monday,Winter
10185,2012-03-05,1,1,3,10,False,0,True,2,3.3,1.0,60.0,0.0,12,74,86,Monday,Winter
10186,2012-03-05,1,1,3,11,False,0,True,2,4.2,2.0,56.0,14.5,17,86,103,Monday,Winter
10187,2012-03-05,1,1,3,12,False,0,True,2,4.2,4.0,52.0,0.0,15,122,137,Monday,Winter
10188,2012-03-05,1,1,3,13,False,0,True,2,4.2,1.0,55.0,32.2,11,109,120,Monday,Winter
10189,2012-03-05,1,1,3,14,False,0,True,2,5.2,1.0,57.0,38.6,13,115,128,Monday,Winter
10190,2012-03-05,1,1,3,15,False,0,True,2,6.1,3.0,53.0,20.9,20,110,130,Monday,Winter
10191,2012-03-05,1,1,3,16,False,0,True,1,6.1,2.0,45.0,32.2,30,180,210,Monday,Winter
10192,2012-03-05,1,1,3,17,False,0,True,3,6.1,2.0,45.0,32.2,11,376,387,Monday,Winter
10193,2012-03-05,1,1,3,18,False,0,True,3,5.2,-1.0,55.0,70.8,12,363,375,Monday,Winter
10194,2012-03-05,1,1,3,19,False,0,True,1,4.2,1.0,53.0,24.1,6,220,226,Monday,Winter
10195,2012-03-05,1,1,3,20,False,0,True,1,4.2,-1.0,37.0,49.9,8,171,179,Monday,Winter
10196,2012-03-05,1,1,3,21,False,0,True,1,4.2,-1.0,37.0,41.8,4,116,120,Monday,Winter
10197,2012-03-05,1,1,3,22,False,0,True,1,3.3,-2.0,35.0,35.4,2,76,78,Monday,Winter
10198,2012-03-05,1,1,3,23,False,0,True,1,2.3,-4.0,37.0,62.8,2,29,31,Monday,Winter
10199,2012-03-06,1,1,3,0,False,1,True,1,2.3,-2.0,37.0,32.2,0,8,8,Tuesday,Winter
10200,2012-03-06,1,1,3,1,False,1,True,1,1.4,-3.0,44.0,27.4,0,6,6,Tuesday,Winter
10201,2012-03-06,1,1,3,2,False,1,True,1,1.4,-3.0,44.0,24.1,0,4,4,Tuesday,Winter
10202,2012-03-06,1,1,3,3,False,1,True,1,0.5,-5.0,51.0,30.6,0,1,1,Tuesday,Winter
10203,2012-03-06,1,1,3,4,False,1,True,1,0.5,-5.0,51.0,32.2,0,3,3,Tuesday,Winter
10204,2012-03-06,1,1,3,5,False,1,True,1,0.5,-4.0,51.0,24.1,0,25,25,Tuesday,Winter
10205,2012-03-06,1,1,3,6,False,1,True,1,0.5,-2.0,51.0,11.3,3,99,102,Tuesday,Winter
10206,2012-03-06,1,1,3,7,False,1,True,1,-0.5,-4.0,55.0,14.5,5,270,275,Tuesday,Winter
10207,2012-03-06,1,1,3,8,False,1,True,1,-0.5,-4.0,59.0,11.3,14,487,501,Tuesday,Winter
10208,2012-03-06,1,1,3,9,False,1,True,1,2.3,2.0,47.0,0.0,11,222,233,Tuesday,Winter
10209,2012-03-06,1,1,3,10,False,1,True,1,3.3,1.0,44.0,0.0,16,113,129,Tuesday,Winter
10210,2012-03-06,1,1,3,11,False,1,True,1,4.2,1.0,41.0,17.7,20,110,130,Tuesday,Winter
10211,2012-03-06,1,1,3,12,False,1,True,1,4.2,2.0,41.0,11.3,9,129,138,Tuesday,Winter
10212,2012-03-06,1,1,3,13,False,1,True,1,6.1,4.0,39.0,14.5,16,148,164,Tuesday,Winter
10213,2012-03-06,1,1,3,14,False,1,True,1,7.0,4.0,36.0,24.1,20,116,136,Tuesday,Winter
10214,2012-03-06,1,1,3,15,False,1,True,1,8.0,4.0,36.0,32.2,24,142,166,Tuesday,Winter
10215,2012-03-06,1,1,3,16,False,1,True,1,8.9,6.0,32.0,30.6,22,228,250,Tuesday,Winter
10216,2012-03-06,1,1,3,17,False,1,True,1,8.9,6.0,34.0,30.6,21,425,446,Tuesday,Winter
10217,2012-03-06,1,1,3,18,False,1,True,1,8.0,4.0,42.0,35.4,15,442,457,Tuesday,Winter
10218,2012-03-06,1,1,3,19,False,1,True,1,8.0,4.0,46.0,32.2,9,278,287,Tuesday,Winter
10219,2012-03-06,1,1,3,20,False,1,True,1,7.0,5.0,49.0,20.9,3,184,187,Tuesday,Winter
10220,2012-03-06,1,1,3,21,False,1,True,1,7.0,5.0,49.0,20.9,5,143,148,Tuesday,Winter
10221,2012-03-06,1,1,3,22,False,1,True,1,5.2,2.0,56.0,17.7,5,101,106,Tuesday,Winter
10222,2012-03-06,1,1,3,23,False,1,True,1,5.2,2.0,61.0,24.1,3,51,54,Tuesday,Winter
10223,2012-03-07,1,1,3,0,False,2,True,1,5.2,1.0,65.0,30.6,3,12,15,Wednesday,Winter
10224,2012-03-07,1,1,3,1,False,2,True,1,6.1,2.0,61.0,32.2,1,4,5,Wednesday,Winter
10225,2012-03-07,1,1,3,2,False,2,True,1,6.1,3.0,56.0,30.6,0,4,4,Wednesday,Winter
10226,2012-03-07,1,1,3,3,False,2,True,1,6.1,2.0,56.0,38.6,1,2,3,Wednesday,Winter
10227,2012-03-07,1,1,3,4,False,2,True,1,5.2,1.0,61.0,35.4,0,3,3,Wednesday,Winter
10228,2012-03-07,1,1,3,5,False,2,True,1,5.2,1.0,56.0,32.2,0,18,18,Wednesday,Winter
10229,2012-03-07,1,1,3,6,False,2,True,1,5.2,1.0,61.0,41.8,4,104,108,Wednesday,Winter
10230,2012-03-07,1,1,3,7,False,2,True,1,4.2,-1.0,65.0,41.8,12,332,344,Wednesday,Winter
10231,2012-03-07,1,1,3,8,False,2,True,1,5.2,1.0,61.0,32.2,12,554,566,Wednesday,Winter
10232,2012-03-07,1,1,3,9,False,2,True,1,6.1,2.0,61.0,35.4,12,252,264,Wednesday,Winter
10233,2012-03-07,1,1,3,10,False,2,True,1,8.9,6.0,50.0,32.2,20,127,147,Wednesday,Winter
10234,2012-03-07,1,1,3,11,False,2,True,1,11.7,12.0,38.0,32.2,33,128,161,Wednesday,Winter
10235,2012-03-07,1,1,3,12,False,2,True,1,12.7,13.0,38.0,41.8,40,175,215,Wednesday,Winter
10236,2012-03-07,1,1,3,13,False,2,True,1,15.5,16.0,34.0,45.1,26,179,205,Wednesday,Winter
10237,2012-03-07,1,1,3,14,False,2,True,1,16.4,17.0,36.0,35.4,38,137,175,Wednesday,Winter
10238,2012-03-07,1,1,3,15,False,2,True,1,17.4,18.0,37.0,48.3,44,165,209,Wednesday,Winter
10239,2012-03-07,1,1,3,16,False,2,True,1,18.3,19.0,37.0,45.1,34,254,288,Wednesday,Winter
10240,2012-03-07,1,1,3,17,False,2,True,1,18.3,19.0,43.0,53.1,58,554,612,Wednesday,Winter
10241,2012-03-07,1,1,3,18,False,2,True,1,18.3,19.0,40.0,49.9,35,509,544,Wednesday,Winter
10242,2012-03-07,1,1,3,19,False,2,True,1,17.4,18.0,42.0,38.6,16,345,361,Wednesday,Winter
10243,2012-03-07,1,1,3,20,False,2,True,1,15.5,16.0,51.0,27.4,18,242,260,Wednesday,Winter
10244,2012-03-07,1,1,3,21,False,2,True,1,12.7,13.0,62.0,27.4,11,177,188,Wednesday,Winter
10245,2012-03-07,1,1,3,22,False,2,True,1,13.6,14.0,59.0,32.2,10,149,159,Wednesday,Winter
10246,2012-03-07,1,1,3,23,False,2,True,1,12.7,13.0,62.0,35.4,4,58,62,Wednesday,Winter
10247,2012-03-08,1,1,3,0,False,3,True,1,12.7,13.0,62.0,35.4,11,35,46,Thursday,Winter
10248,2012-03-08,1,1,3,1,False,3,True,1,13.6,14.0,63.0,35.4,4,17,21,Thursday,Winter
10249,2012-03-08,1,1,3,2,False,3,True,1,13.6,14.0,63.0,41.8,6,5,11,Thursday,Winter
10250,2012-03-08,1,1,3,3,False,3,True,1,13.6,14.0,63.0,41.8,0,3,3,Thursday,Winter
10251,2012-03-08,1,1,3,4,False,3,True,1,12.7,13.0,72.0,30.6,0,2,2,Thursday,Winter
10252,2012-03-08,1,1,3,5,False,3,True,1,11.7,12.0,77.0,24.1,1,28,29,Thursday,Winter
10253,2012-03-08,1,1,3,6,False,3,True,1,11.7,12.0,77.0,27.4,4,105,109,Thursday,Winter
10254,2012-03-08,1,1,3,7,False,3,True,1,11.7,12.0,77.0,38.6,8,326,334,Thursday,Winter
10255,2012-03-08,1,1,3,8,False,3,True,1,12.7,13.0,77.0,41.8,12,573,585,Thursday,Winter
10256,2012-03-08,1,1,3,9,False,3,True,1,13.6,14.0,72.0,49.9,19,282,301,Thursday,Winter
10257,2012-03-08,1,1,3,10,False,3,True,1,15.5,16.0,68.0,49.9,19,119,138,Thursday,Winter
10258,2012-03-08,1,1,3,11,False,3,True,2,17.4,18.0,60.0,49.9,48,156,204,Thursday,Winter
10259,2012-03-08,1,1,3,12,False,3,True,2,18.3,19.0,60.0,48.3,27,224,251,Thursday,Winter
10260,2012-03-08,1,1,3,13,False,3,True,2,20.2,25.0,49.0,69.2,35,198,233,Thursday,Winter
10261,2012-03-08,1,1,3,14,False,3,True,2,21.1,25.0,43.0,69.2,48,155,203,Thursday,Winter
10262,2012-03-08,1,1,3,15,False,3,True,1,22.1,25.0,38.0,74.0,24,161,185,Thursday,Winter
10263,2012-03-08,1,1,3,16,False,3,True,2,21.1,25.0,41.0,69.2,37,305,342,Thursday,Winter
10264,2012-03-08,1,1,3,17,False,3,True,1,21.1,25.0,38.0,70.8,52,545,597,Thursday,Winter
10265,2012-03-08,1,1,3,18,False,3,True,2,21.1,25.0,38.0,59.5,45,545,590,Thursday,Winter
10266,2012-03-08,1,1,3,19,False,3,True,2,20.2,25.0,40.0,48.3,21,395,416,Thursday,Winter
10267,2012-03-08,1,1,3,20,False,3,True,2,20.2,25.0,43.0,41.8,20,282,302,Thursday,Winter
10268,2012-03-08,1,1,3,21,False,3,True,1,20.2,25.0,43.0,41.8,27,206,233,Thursday,Winter
10269,2012-03-08,1,1,3,22,False,3,True,1,18.3,19.0,49.0,35.4,12,141,153,Thursday,Winter
10270,2012-03-08,1,1,3,23,False,3,True,2,18.3,19.0,49.0,48.3,6,88,94,Thursday,Winter
10271,2012-03-09,1,1,3,0,False,4,True,2,19.3,20.0,49.0,49.9,3,51,54,Friday,Winter
10272,2012-03-09,1,1,3,1,False,4,True,3,18.3,19.0,52.0,53.1,4,22,26,Friday,Winter
10273,2012-03-09,1,1,3,2,False,4,True,3,14.6,15.0,77.0,45.1,2,9,11,Friday,Winter
10274,2012-03-09,1,1,3,3,False,4,True,1,13.6,14.0,77.0,56.3,0,7,7,Friday,Winter
10275,2012-03-09,1,1,3,4,False,4,True,3,10.8,11.0,66.0,30.6,0,1,1,Friday,Winter
10276,2012-03-09,1,1,3,5,False,4,True,3,10.8,11.0,66.0,30.6,2,27,29,Friday,Winter
10277,2012-03-09,1,1,3,6,False,4,True,2,10.8,11.0,50.0,38.6,2,83,85,Friday,Winter
10278,2012-03-09,1,1,3,7,False,4,True,2,9.9,10.0,40.0,32.2,6,262,268,Friday,Winter
10279,2012-03-09,1,1,3,8,False,4,True,2,8.0,3.0,42.0,56.3,17,484,501,Friday,Winter
10280,2012-03-09,1,1,3,9,False,4,True,2,8.0,3.0,42.0,56.3,17,267,284,Friday,Winter
10281,2012-03-09,1,1,3,10,False,4,True,2,8.0,3.0,36.0,53.1,14,145,159,Friday,Winter
10282,2012-03-09,1,1,3,11,False,4,True,2,8.9,6.0,34.0,38.6,17,170,187,Friday,Winter
10283,2012-03-09,1,1,3,12,False,4,True,1,8.9,6.0,34.0,45.1,27,174,201,Friday,Winter
10284,2012-03-09,1,1,3,13,False,4,True,2,9.9,10.0,29.0,41.8,49,175,224,Friday,Winter
10285,2012-03-09,1,1,3,14,False,4,True,1,11.7,12.0,28.0,49.9,49,129,178,Friday,Winter
10286,2012-03-09,1,1,3,15,False,4,True,1,13.6,14.0,24.0,27.4,50,188,238,Friday,Winter
10287,2012-03-09,1,1,3,16,False,4,True,1,14.6,15.0,23.0,45.1,51,292,343,Friday,Winter
10288,2012-03-09,1,1,3,17,False,4,True,1,13.6,14.0,24.0,41.8,68,498,566,Friday,Winter
10289,2012-03-09,1,1,3,18,False,4,True,1,12.7,13.0,26.0,56.3,30,440,470,Friday,Winter
10290,2012-03-09,1,1,3,19,False,4,True,1,11.7,12.0,28.0,66.0,12,232,244,Friday,Winter
10291,2012-03-09,1,1,3,20,False,4,True,1,9.9,10.0,32.0,38.6,3,156,159,Friday,Winter
10292,2012-03-09,1,1,3,21,False,4,True,1,8.9,6.0,34.0,35.4,8,133,141,Friday,Winter
10293,2012-03-09,1,1,3,22,False,4,True,1,8.0,3.0,31.0,53.1,7,100,107,Friday,Winter
10294,2012-03-09,1,1,3,23,False,4,True,1,7.0,4.0,33.0,32.2,9,77,86,Friday,Winter
10295,2012-03-10,1,1,3,0,False,5,False,1,6.1,2.0,36.0,38.6,9,68,77,Saturday,Winter
10296,2012-03-10,1,1,3,1,False,5,False,1,6.1,3.0,36.0,27.4,1,50,51,Saturday,Winter
10297,2012-03-10,1,1,3,2,False,5,False,1,4.2,-0.0,41.0,27.4,12,30,42,Saturday,Winter
10298,2012-03-10,1,1,3,3,False,5,False,1,4.2,-1.0,41.0,32.2,0,16,16,Saturday,Winter
10299,2012-03-10,1,1,3,4,False,5,False,1,3.3,-2.0,41.0,38.6,1,3,4,Saturday,Winter
10300,2012-03-10,1,1,3,5,False,5,False,1,2.3,-2.0,42.0,30.6,3,7,10,Saturday,Winter
10301,2012-03-10,1,1,3,6,False,5,False,1,2.3,-2.0,44.0,30.6,1,11,12,Saturday,Winter
10302,2012-03-10,1,1,3,7,False,5,False,1,2.3,-2.0,44.0,27.4,4,36,40,Saturday,Winter
10303,2012-03-10,1,1,3,8,False,5,False,1,2.3,-2.0,44.0,32.2,15,96,111,Saturday,Winter
10304,2012-03-10,1,1,3,9,False,5,False,1,3.3,-2.0,41.0,35.4,21,127,148,Saturday,Winter
10305,2012-03-10,1,1,3,10,False,5,False,1,4.2,-1.0,35.0,45.1,47,176,223,Saturday,Winter
10306,2012-03-10,1,1,3,11,False,5,False,1,6.1,2.0,33.0,35.4,56,218,274,Saturday,Winter
10307,2012-03-10,1,1,3,12,False,5,False,1,6.1,2.0,33.0,35.4,88,241,329,Saturday,Winter
10308,2012-03-10,1,1,3,13,False,5,False,1,7.0,4.0,29.0,30.6,89,268,357,Saturday,Winter
10309,2012-03-10,1,1,3,14,False,5,False,1,8.0,5.0,27.0,30.6,117,262,379,Saturday,Winter
10310,2012-03-10,1,1,3,15,False,5,False,1,8.0,8.0,25.0,0.0,132,274,406,Saturday,Winter
10311,2012-03-10,1,1,3,16,False,5,False,1,8.9,8.0,23.0,0.0,115,275,390,Saturday,Winter
10312,2012-03-10,1,1,3,17,False,5,False,1,8.9,9.0,23.0,0.0,104,250,354,Saturday,Winter
10313,2012-03-10,1,1,3,18,False,5,False,1,8.9,8.0,21.0,9.7,67,230,297,Saturday,Winter
10314,2012-03-10,1,1,3,19,False,5,False,1,8.0,8.0,25.0,0.0,25,159,184,Saturday,Winter
10315,2012-03-10,1,1,3,20,False,5,False,1,7.0,6.0,33.0,14.5,20,101,121,Saturday,Winter
10316,2012-03-10,1,1,3,21,False,5,False,1,6.1,3.0,39.0,24.1,16,94,110,Saturday,Winter
10317,2012-03-10,1,1,3,22,False,5,False,1,4.2,1.0,44.0,17.7,19,81,100,Saturday,Winter
10318,2012-03-10,1,1,3,23,False,5,False,1,4.2,1.0,41.0,20.9,6,77,83,Saturday,Winter
10319,2012-03-11,1,1,3,0,False,6,False,1,4.2,3.0,44.0,9.7,7,62,69,Sunday,Winter
10320,2012-03-11,1,1,3,1,False,6,False,1,3.3,-0.0,52.0,17.7,4,57,61,Sunday,Winter
10321,2012-03-11,1,1,3,3,False,6,False,1,3.3,-0.0,60.0,14.5,15,51,66,Sunday,Winter
10322,2012-03-11,1,1,3,4,False,6,False,1,3.3,-0.0,60.0,14.5,7,15,22,Sunday,Winter
10323,2012-03-11,1,1,3,5,False,6,False,1,3.3,-0.0,60.0,17.7,2,5,7,Sunday,Winter
10324,2012-03-11,1,1,3,6,False,6,False,1,3.3,-0.0,70.0,17.7,2,8,10,Sunday,Winter
10325,2012-03-11,1,1,3,7,False,6,False,1,2.3,-1.0,69.0,14.5,2,15,17,Sunday,Winter
10326,2012-03-11,1,1,3,8,False,6,False,1,2.3,-1.0,69.0,14.5,4,68,72,Sunday,Winter
10327,2012-03-11,1,1,3,9,False,6,False,1,4.2,1.0,60.0,24.1,20,70,90,Sunday,Winter
10328,2012-03-11,1,1,3,10,False,6,False,1,7.0,4.0,49.0,30.6,71,147,218,Sunday,Winter
10329,2012-03-11,1,1,3,11,False,6,False,1,8.9,6.0,43.0,30.6,90,209,299,Sunday,Winter
10330,2012-03-11,1,1,3,12,False,6,False,1,10.8,11.0,37.0,32.2,146,264,410,Sunday,Winter
10331,2012-03-11,1,1,3,13,False,6,False,1,11.7,12.0,41.0,32.2,176,288,464,Sunday,Winter
10332,2012-03-11,1,1,3,14,False,6,False,1,13.6,14.0,31.0,30.6,212,289,501,Sunday,Winter
10333,2012-03-11,1,1,3,15,False,6,False,1,15.5,16.0,29.0,32.2,201,286,487,Sunday,Winter
10334,2012-03-11,1,1,3,16,False,6,False,1,15.5,16.0,31.0,38.6,208,301,509,Sunday,Winter
10335,2012-03-11,1,1,3,17,False,6,False,1,16.4,17.0,27.0,32.2,199,299,498,Sunday,Winter
10336,2012-03-11,1,1,3,18,False,6,False,1,16.4,17.0,29.0,30.6,133,256,389,Sunday,Winter
10337,2012-03-11,1,1,3,19,False,6,False,1,15.5,16.0,31.0,30.6,55,203,258,Sunday,Winter
10338,2012-03-11,1,1,3,20,False,6,False,1,12.7,13.0,47.0,24.1,42,129,171,Sunday,Winter
10339,2012-03-11,1,1,3,21,False,6,False,1,11.7,12.0,54.0,24.1,37,110,147,Sunday,Winter
10340,2012-03-11,1,1,3,22,False,6,False,1,10.8,11.0,54.0,20.9,13,81,94,Sunday,Winter
10341,2012-03-11,1,1,3,23,False,6,False,1,10.8,11.0,50.0,17.7,12,40,52,Sunday,Winter
10342,2012-03-12,1,1,3,0,False,0,True,1,9.9,10.0,54.0,20.9,4,20,24,Monday,Winter
10343,2012-03-12,1,1,3,1,False,0,True,1,9.9,10.0,50.0,14.5,1,9,10,Monday,Winter
10344,2012-03-12,1,1,3,2,False,0,True,1,9.9,10.0,54.0,11.3,4,5,9,Monday,Winter
10345,2012-03-12,1,1,3,3,False,0,True,1,8.9,7.0,50.0,14.5,0,2,2,Monday,Winter
10346,2012-03-12,1,1,3,4,False,0,True,1,8.0,6.0,61.0,20.9,0,3,3,Monday,Winter
10347,2012-03-12,1,1,3,5,False,0,True,1,8.0,6.0,61.0,20.9,1,15,16,Monday,Winter
10348,2012-03-12,1,1,3,6,False,0,True,1,8.0,7.0,57.0,11.3,2,86,88,Monday,Winter
10349,2012-03-12,1,1,3,7,False,0,True,1,8.0,7.0,53.0,11.3,9,259,268,Monday,Winter
10350,2012-03-12,1,1,3,8,False,0,True,1,8.0,6.0,61.0,14.5,17,547,564,Monday,Winter
10351,2012-03-12,1,1,3,9,False,0,True,1,9.9,10.0,54.0,17.7,21,260,281,Monday,Winter
10352,2012-03-12,1,1,3,10,False,0,True,1,10.8,11.0,50.0,24.1,39,98,137,Monday,Winter
10353,2012-03-12,1,1,3,11,False,0,True,1,12.7,13.0,44.0,24.1,39,111,150,Monday,Winter
10354,2012-03-12,1,1,3,12,False,0,True,1,14.6,15.0,39.0,24.1,59,162,221,Monday,Winter
10355,2012-03-12,1,1,3,13,False,0,True,2,17.4,18.0,32.0,27.4,74,176,250,Monday,Winter
10356,2012-03-12,1,1,3,14,False,0,True,2,19.3,20.0,32.0,30.6,76,145,221,Monday,Winter
10357,2012-03-12,1,1,3,15,False,0,True,1,18.3,19.0,40.0,14.5,74,159,233,Monday,Winter
10358,2012-03-12,1,1,3,16,False,0,True,1,21.1,25.0,35.0,48.3,77,255,332,Monday,Winter
10359,2012-03-12,1,1,3,17,False,0,True,2,21.1,25.0,38.0,45.1,87,557,644,Monday,Winter
10360,2012-03-12,1,1,3,18,False,0,True,2,20.2,25.0,43.0,20.9,89,623,712,Monday,Winter
10361,2012-03-12,1,1,3,19,False,0,True,2,18.3,19.0,49.0,24.1,67,379,446,Monday,Winter
10362,2012-03-12,1,1,3,20,False,0,True,2,18.3,19.0,49.0,24.1,49,237,286,Monday,Winter
10363,2012-03-12,1,1,3,21,False,0,True,2,17.4,18.0,56.0,24.1,22,183,205,Monday,Winter
10364,2012-03-12,1,1,3,22,False,0,True,2,18.3,19.0,56.0,24.1,17,116,133,Monday,Winter
10365,2012-03-12,1,1,3,23,False,0,True,1,18.3,19.0,56.0,24.1,10,53,63,Monday,Winter
10366,2012-03-13,1,1,3,0,False,1,True,2,18.3,19.0,52.0,20.9,5,21,26,Tuesday,Winter
10367,2012-03-13,1,1,3,1,False,1,True,2,16.4,17.0,59.0,24.1,2,14,16,Tuesday,Winter
10368,2012-03-13,1,1,3,2,False,1,True,3,16.4,17.0,72.0,32.2,0,1,1,Tuesday,Winter
10369,2012-03-13,1,1,3,3,False,1,True,3,16.4,17.0,72.0,32.2,0,2,2,Tuesday,Winter
10370,2012-03-13,1,1,3,4,False,1,True,2,13.6,14.0,82.0,20.9,0,1,1,Tuesday,Winter
10371,2012-03-13,1,1,3,5,False,1,True,2,13.6,14.0,82.0,20.9,0,24,24,Tuesday,Winter
10372,2012-03-13,1,1,3,6,False,1,True,3,13.6,14.0,82.0,20.9,5,108,113,Tuesday,Winter
10373,2012-03-13,1,1,3,7,False,1,True,2,13.6,14.0,82.0,30.6,16,292,308,Tuesday,Winter
10374,2012-03-13,1,1,3,8,False,1,True,1,13.6,14.0,82.0,30.6,22,571,593,Tuesday,Winter
10375,2012-03-13,1,1,3,9,False,1,True,1,14.6,15.0,82.0,30.6,18,324,342,Tuesday,Winter
10376,2012-03-13,1,1,3,10,False,1,True,1,16.4,17.0,77.0,24.1,28,115,143,Tuesday,Winter
10377,2012-03-13,1,1,3,11,False,1,True,1,17.4,18.0,73.0,30.6,64,155,219,Tuesday,Winter
10378,2012-03-13,1,1,3,12,False,1,True,1,20.2,24.0,60.0,30.6,47,197,244,Tuesday,Winter
10379,2012-03-13,1,1,3,13,False,1,True,1,20.2,24.0,60.0,41.8,53,180,233,Tuesday,Winter
10380,2012-03-13,1,1,3,14,False,1,True,1,22.1,25.0,53.0,35.4,52,160,212,Tuesday,Winter
10381,2012-03-13,1,1,3,15,False,1,True,1,24.9,26.0,39.0,24.1,68,196,264,Tuesday,Winter
10382,2012-03-13,1,1,3,16,False,1,True,1,25.8,27.0,34.0,41.8,53,312,365,Tuesday,Winter
10383,2012-03-13,1,1,3,17,False,1,True,1,24.9,26.0,37.0,11.3,62,614,676,Tuesday,Winter
10384,2012-03-13,1,1,3,18,False,1,True,1,24.9,26.0,34.0,32.2,96,638,734,Tuesday,Winter
10385,2012-03-13,1,1,3,19,False,1,True,1,22.1,25.0,47.0,24.1,50,429,479,Tuesday,Winter
10386,2012-03-13,1,1,3,20,False,1,True,1,20.2,25.0,49.0,17.7,45,306,351,Tuesday,Winter
10387,2012-03-13,1,1,3,21,False,1,True,1,19.3,20.0,56.0,11.3,44,200,244,Tuesday,Winter
10388,2012-03-13,1,1,3,22,False,1,True,1,18.3,19.0,60.0,9.7,24,146,170,Tuesday,Winter
10389,2012-03-13,1,1,3,23,False,1,True,1,18.3,19.0,56.0,14.5,8,79,87,Tuesday,Winter
10390,2012-03-14,1,1,3,0,False,2,True,1,17.4,18.0,60.0,11.3,5,34,39,Wednesday,Winter
10391,2012-03-14,1,1,3,1,False,2,True,1,16.4,17.0,63.0,9.7,2,25,27,Wednesday,Winter
10392,2012-03-14,1,1,3,2,False,2,True,1,15.5,16.0,68.0,20.9,0,2,2,Wednesday,Winter
10393,2012-03-14,1,1,3,3,False,2,True,1,14.6,15.0,72.0,20.9,1,3,4,Wednesday,Winter
10394,2012-03-14,1,1,3,4,False,2,True,1,14.6,15.0,67.0,9.7,1,4,5,Wednesday,Winter
10395,2012-03-14,1,1,3,5,False,2,True,1,12.7,13.0,82.0,14.5,2,25,27,Wednesday,Winter
10396,2012-03-14,1,1,3,6,False,2,True,1,12.7,13.0,82.0,9.7,1,120,121,Wednesday,Winter
10397,2012-03-14,1,1,3,7,False,2,True,1,12.7,13.0,82.0,11.3,20,348,368,Wednesday,Winter
10398,2012-03-14,1,1,3,8,False,2,True,1,12.7,13.0,82.0,0.0,34,628,662,Wednesday,Winter
10399,2012-03-14,1,1,3,9,False,2,True,1,16.4,17.0,68.0,0.0,26,325,351,Wednesday,Winter
10400,2012-03-14,1,1,3,10,False,2,True,1,18.3,19.0,56.0,11.3,38,150,188,Wednesday,Winter
10401,2012-03-14,1,1,3,11,False,2,True,2,21.1,25.0,41.0,17.7,65,155,220,Wednesday,Winter
10402,2012-03-14,1,1,3,12,False,2,True,2,22.1,25.0,29.0,0.0,55,212,267,Wednesday,Winter
10403,2012-03-14,1,1,3,13,False,2,True,1,23.0,25.0,27.0,24.1,57,197,254,Wednesday,Winter
10404,2012-03-14,1,1,3,14,False,2,True,1,24.9,26.0,23.0,35.4,61,163,224,Wednesday,Winter
10405,2012-03-14,1,1,3,15,False,2,True,1,24.9,26.0,24.0,0.0,86,197,283,Wednesday,Winter
10406,2012-03-14,1,1,3,16,False,2,True,1,25.8,26.0,25.0,20.9,78,278,356,Wednesday,Winter
10407,2012-03-14,1,1,3,17,False,2,True,1,24.9,26.0,28.0,9.7,140,642,782,Wednesday,Winter
10408,2012-03-14,1,1,3,18,False,2,True,1,24.9,26.0,32.0,0.0,102,647,749,Wednesday,Winter
10409,2012-03-14,1,1,3,19,False,2,True,1,22.1,25.0,33.0,17.7,70,402,472,Wednesday,Winter
10410,2012-03-14,1,1,3,20,False,2,True,1,21.1,25.0,35.0,11.3,44,286,330,Wednesday,Winter
10411,2012-03-14,1,1,3,21,False,2,True,1,20.2,25.0,40.0,9.7,47,241,288,Wednesday,Winter
10412,2012-03-14,1,1,3,22,False,2,True,1,16.4,17.0,55.0,14.5,43,159,202,Wednesday,Winter
10413,2012-03-14,1,1,3,23,False,2,True,1,18.3,19.0,43.0,17.7,19,72,91,Wednesday,Winter
10414,2012-03-15,1,1,3,0,False,3,True,1,17.4,18.0,49.0,14.5,14,46,60,Thursday,Winter
10415,2012-03-15,1,1,3,1,False,3,True,1,15.5,16.0,59.0,11.3,15,8,23,Thursday,Winter
10416,2012-03-15,1,1,3,2,False,3,True,1,15.5,16.0,59.0,0.0,14,5,19,Thursday,Winter
10417,2012-03-15,1,1,3,3,False,3,True,1,15.5,16.0,63.0,0.0,0,7,7,Thursday,Winter
10418,2012-03-15,1,1,3,4,False,3,True,1,12.7,13.0,77.0,11.3,11,3,14,Thursday,Winter
10419,2012-03-15,1,1,3,5,False,3,True,1,13.6,14.0,67.0,0.0,2,24,26,Thursday,Winter
10420,2012-03-15,1,1,3,6,False,3,True,1,12.7,13.0,72.0,9.7,4,113,117,Thursday,Winter
10421,2012-03-15,1,1,3,7,False,3,True,1,12.7,13.0,72.0,9.7,14,367,381,Thursday,Winter
